name,address
KWS Vegetables Netherlands B.V.,"Middenweg 52, 1619 BN Andijk,The Netherlands"
L & H Seeds,"3930 Moon Road, Connell, WA 99326"
L John & Chudeen Sheppard,"734 Biggs East Highway, Biggs, CA 95917"
L.A. Hearne Company,"512 Metz Road, King City, CA 93930"
"La Brucherie Irrigation Supply, LLC","PO Box 1867, El Centro, CA 92243"
La Crosse Seeds,"33080 Red Bridge RD SE, Albany, OR 97322"
La Verne Power Equipment,"720 Arrow Hwy, La Verne, CA 91750"
"Lacey Unlimited, LLC","PO Box 628, Little River, CA 95456"
Lake Valley Seed,"5717 Arapahoe Ave, Boulder, CO 80303"
"Landscape Warehouse, Inc.","927 W. Foothill Blvd., Azusa, CA 91702"
Lark Seeds International,"115 W. California Blvd. Ste. 197, Pasadena, CA 91105"
Latinx with Plants,"2225 E. Cesar E Chavez Avw #187, Los Angeles, CA 90033"
Lawn Mower Corner West Covina,"1621 W Garvey Ave. N, West Covina, CA 91790"
Leaf'd Box,"4125 Market St Unit 1, Ventura, CA 93003"
Leaf'd Garden Inc.,"4125 Market St Unit 1, Ventura, CA 93003"
LeBallisters Seed & Fertilizer,"1250 Sebastopol Road, Santa Rosa, CA 95407"
Lebanon Seaboard Corporation,"1600 East Cumberland Street, Lebanon, PA 17042"
Legendary Life Inc.,"12249 W. Nielson Ave., Kerman, CA 93630"
"LESCO, Inc.","1385 East 36th Street, Cleavland, OH 44114"
Lewis Seed Co,"PO Box 100, Shedd, OR 97377"
LG seeds,"1122 E 169th Street, Westfield, IN 46074"
"Lion Seed (International) Co., Ltd.","88 Puttamonton Sai 1, Bangramard, Taling Chan, Bangkok"
Lisley Casas,"1009 Valencia Apt B, Costa Mesa, CA 92626"
Local Motive,"PO Box 81, Taylorsville, CA 95983"
Lockwood Seed & Grain,"26777 Chowchilla Boulevard, Chowchilla, CA 93610"
London's Seed Supply,"PO Box 15, El Centro, CA 92244"
Lone Tree Grain Facility,"25744 E. Lone Tree Road, Escalon, CA 95320"
"Loveland Products, Inc.","PO Box 1286, Greeley, CO 80632"
Lundberg Family Farms,"PO Box 369, Richvale, CA 95974"
M &G B.V.,"Lisserbroekerweg 60, 2165BG Lisserbroek,The Netherlands"
Macy's Flying Service,"PO Box 277, Tulelake, CA 96134"
MaddMiles LLC,"P.O. Box 7093, Santa Rosa, CA 95407"
Main Building Material,"4308 S. Broadway, Los Angeles, CA 90037"
Main Street Seed and Supply,"401 Main Street, Bay City, MI 48706"
Mann Lake Ltd.,"501 1st Street South, Hackensack, MN 56452"
"Maraldi Seeds USA, LLC","8020 River Place, Carmel, CA 93923"
Marcos Hardware and Garden Supply,"17734 Saticoy Street Suite D, Reseda, CA 91335"
Marenakos Rock Center,"7440 State Highway 121, McKinney, TX 75070"
"McArthur Farm Supply, Inc.","44358 Hwy 299 E., McArthur, CA 96056"
"McClintick Farms, Inc.","PO Box 129, Orovada, NV 89425"
McKay Seed Company Inc.,"39355 Sorensen Road N, Almira, WA 99103"
McKenzie Seed,"PO Box 603, Pleasant Grove, CA 95668"
MCS Landscape Supply,"7440 State Highway 121, McKinney, TX 75070"
"MD Zafra, Inc.","2292 Cannon Gate, Fallbrook, CA 92028"
Meristem,"355 Paul Road, Rochester, NY 14624"
Mesa Farms,"5187 Del Mar Mesa Rd, San Diego, CA 92130"
Michell's,"225 W. Church Rd., King of Prussia, PA 19406"
Michoacan Lawnmower Supply,"8001 Laurel Canyon Blvd. Ste D, North Hollywood, CA 91605"
"Mid Valley Agricultural Services, Inc","PO Box 728, Oakdale, CA 95361"
"Miracle-Gro Lawn Products, Inc.","14111 Scottslawn Road, Marysville, OH 43041"
MO 63017,
Modern Sprout LLC,"2010 W. Fulton St., Suite F-304, Chicago, IL 60612"
"MOJO Seed Enterprises, LLLP","PO Box 1716, Hereford, TX 79045"
Morgan County Seeds LLC,"18761 Kelsay Road, Barnett, MO 65011"
Mountain Valley Seed Co.,"175 W 2700 South #150, Salt Lake City, UT 84115"
Mountain View Seeds,"8955 Sunnyview Road NE, Salem, OR 97305"
"Namdhari USAgraseeds, Inc.","41970 E Main Street, Woodland, CA 95776"
Napa Valley Wildfower Co.,"P.O. Box 7093, Santa Rosa, CA 95407"
National Services and Beyond,"12872 Valley View #11, Garden Grove, CA 92845"
Neptune Seed Bank,"12872 Valley View #11, Garden Grove, CA 92845"
NewPower Flower Inc.,"30511 Cheyenne PI Ct, Fulchear, TX 77423"
Nexgrow Genetics,"PO Box 64589, St. Paul, MN 55164"
"Nipomo Native Seeds, LLC","4608 Poinsettia Street, San Luis Obispo, CA 93401"
Noble Tile,"7440 State Highway 121, McKinney, TX 75070"
"Nong Woo Seed America, Inc.","100 Breen Road, San Juan Bautista, CA 95045"
Norfolk Healthy Produce,"2800 5th St., Suite 110, Davis, CA 95618"
Normac,"7440 State Highway 121, McKinney, TX 75070"
North Florida Irrigation,"7440 State Highway 121, McKinney, TX 75070"
"North Holywood Hardware, Inc.","11847 Ventura Blvd., Studio City, CA 91604"
North Shore Sprinklers,"7440 State Highway 121, McKinney, TX 75070"
Northern Star Mills,"510 Esplanade, Chico, CA 95926"
"Northwest Grain Growers, Inc","850 N 4th, Walla Walla, WA 99362"
"NuCicer, Inc","7661 Becker Road, Davis, CA 95618"
"Nunhems USA, Inc.","1200 Anderson Corner Rd, Parma, ID 83660"
Nutrien Ag Solutions,"PO Box 1286, Greeley, CO 80632"
"O & A Enterprises, Inc.","PO Box 1440, Maricopa, AZ 85139"
Oakdale Feed and Seed,"147 N Sierra Ave., Oakdale, CA 95361"
Oakville Bluegrass Cooperative,"105 E Sumner Ave, Spokane, WA 99202"
Ocean International,"45 Cherry St., Quincy, MA 02169"
"Olam West Coast, Inc.","205 E. River Park Circle, Ste 310, Fresno, CA 93720"
"Omega Seed International, Inc.","7689 County Road 34, Glenn, CA 95943"
On The Bit Inc.,"1990 North California Blvd., Ste 830, Walnut Creek, CA 95496"
OP Aquatics,"7440 State Highway 121, McKinney, TX 75070"
Oregon Seed Production Inc,"31874 S. Meridian Rd., Hubbard, OR 97032"
Oregon Wholesale Seed Company,"5648 Evans Valley Loop NE, Silverton, OR 97381"
Oregro Seeds,"PO Box 1286, Greeley, CO 80632"
Orgill Inc.,"4100 S Houston Levee Rd, Collierville, TN 38017"
Origene Seeds Ltd,"PO Box 699, 76100 Rehovot,Israel"
"Orsetti Seed Company, Inc.","PO Box 2350, Hollister, CA 95024"
Oryza Partnership,"PO Box 368, Colusa, CA 95932"
Ottenwalter Farming,"2260 Lurline Ave, Colusa, CA 95932"
Outsidepride.com,"1565 Stryker Rd., Independence, OR 97351"
Outstanding Seed Co. LLC,"PO Box 1584, Beaver Falls, PA 15010"
Pacific Coast Seed LP,"PO Box 1275, Carpinteria, CA 93014"
Pacific Farms Resources LLC,"3540 Bedford Circle, Carlsbad, CA 92008"
"Pacific Northwest Farmer Cooperative, Inc.","PO Box 67, Genesee, ID 83832"
"Pacific Northwest Natives, LLC","PO Box 3162, Albany, OR 97321"
Palm Island Outlet Farms,"3851 Joslin Lane, Vacaville, CA 95688"
"PanDia Seeds, Inc","4125 Market St Unit 1, Venutra, CA 93003"
Panora s.p.a.,"Frazione Ponte Ghiara, 8/A, 43036 Fidenza (PR), Italy,Italy"
Pantera Seeds,"115 W. California Blvd. Ste. 197, Pasadena, CA 91105"
Park Avenue Turf Inc,"PO Box 967, Dixon, CA 95620"
Park Seed Co.,"1 Parkton Ave., Greenwood, SC 29647"
Partnership for Growth LA,"4103 W. Adams Blvd., Los Angeles, CA 90018"
Patten Seed Company,"22 Westedge St. Suite 520, Charleston, SC 29403"
PC Creative Works LLC,"9236 Earl Fife Drive, Elk Grove, CA 95624"
PCH Lawnmower,"1101 W Pacific Coast Hwy, Wilmington, CA 90744"
Peaceful Valley Farm & Garden Supply,"PO Box 2209, Grass Valley, CA 95945"
"Peas, Inc.","PO Box 130, Pleasanton, TX 78064"
Pennington Seed Inc.,"PO Box 338, Greenfield, MO 65661"
"Pennington Seed, Inc.","PO Box 290, Madison, GA 30650"
"Pennington Seed, Inc. - Oregon Division","PO Box 338, Greenfield, MO 65661"
Penny-Newman Grain Co.,"2691 S. Cedar Ave, Fresno, CA 93725"
Petlinks,"6 Hamilton Landing, Suite 150, Novato, CA 94949"
PFGLA,"4103 W. Adams Blvd., Los Angeles, CA 90018"
Phanchibao Inc.,"2160 E Central ct. Suite 200, Springfield, MO 65802"
"Phil O'Connell Grain Co., Inc.","PO Box 1687, Stockton, CA 95201"
"Pinnacle Seeds, Inc.","PO Box 222672, Carmel, CA 93922"
"Pioneer Hi-Bred International, Inc.","1000 West Jefferson Street, Tipton, IN 46072"
PL Photography and Digital Art,"1415 Chaparral Way, Stockton, CA 95209"
PlantGem,"355 Paul Road, Rochester, NY 14624"
Pogue Agri Partners,"287 Hwy 72 West, PO Box 389, Kenedy, TX 78119"
PolarBearBuds and Genetics,"18951 Pacific Drive, Fort Bragg, CA 95437"
PolarbearBuds Online,"18951 Pacific Drive, Fort Bragg, CA 95437"
PolarBearBuds.com,"18951 Pacific Drive, Fort Bragg, CA 95437"
Pool and Electric Products,"7440 State Highway 121, McKinney, TX 75070"
Pool Builders Supply,"7440 State Highway 121, McKinney, TX 75070"
Pool Contractors Supply,"7440 State Highway 121, McKinney, TX 75070"
Pop Vriend Seeds B.V.,"Middenweg 52, 1619 BN Andijk,The Netherlands"
Prairie Hybrid Seeds,"27445 Hurd Rd., Deer Grove, IL 61243"
Premier Horticulture Inc.,"200 Kelly Rd. Unit E-1, Quakertown, PA 18951"
Preserve Seed,"P O Box 336, Sublimity, OR 97385"
"Prime Power Equipment, Inc.","1621 W Garvey Ave. N, West Covina, CA 91790"
Priority Seed Production LLC,"PO Box 5176, Yuma, AZ 85366"
"ProScreen Ag. Technology, Inc.","PO Box 4550, Salinas, CA 93912"
"Pure Line Seeds, Inc.","PO Box 9043, Moscow, ID 83843"
Pure Live Seed,"7424 Petrel St., N. Las Vegas, NV 89084"
PutMeOnSum.org,"638 Camino De Los Mares, Ste H130-158, San Clemente, CA"
Q. Van den berg & Sons Inc.,"3422 Old Capitol Trail PMB 451, Wilmington, DE 19808"
Quality Pool Supply,"7440 State Highway 121, McKinney, TX 75070"
Radicale Seed Company,"4860 Monterey Road, Gilroy, CA 95020"
Ragan and Massey LLC,"101 Ponchatoula Pkwy, Ponchatoula, LA 70454"
"Rainier Seeds Holdings, LLC","PO Box 1064, Davenport, WA 99122"
"Rainier Seeds, LLC","PO Box 1064, Davenport, WA 99122"
Rana Creek Habitat Restoration,"26382 Carmel Rancho Ln 2nd Floor, Carmel, CA 93923"
Raw Genetics,"13089 Peyton Crive Suite C 192, Chino Hill, CA 91709"
RC Sherwood Grain Co.,"PO Box 929, Los Banos, CA 93635"
RDO Water,"225 Broadway North, Fargo, ND 58106"
REAMS Sprinkler Supply,"7440 State Highway 121, McKinney, TX 75070"
Recreonics,"7440 State Highway 121, McKinney, TX 75070"
"Red Cedar, LLC","1049 McDonald Rd, Lawrenceburg, KY 40342"
Redwood Organic Farm,"PO Box 431, Manton, CA 96059"
Redwood Seeds,"PO Box 431, Manton, CA 96059"
Renees Garden. Inc,"6060 Graham Hill Road ste C, Felton, CA 95018"
Reynoso's Feed & Seed,"9942 Crows Landing Rd., Crows Landing, CA 95313"
Rhino Seed & Turf Supply,"1093 129th Ave, Wayland, MI 49348"
Rhodes-Stockton Bean Co-op,"PO Box 338, Tracy, CA 95378"
"Ribeiras Research, LLC","2337 Technology Pkwy, Suite F, Hollister, CA 95023"
Rice Experiment Station,"PO Box 306, Biggs, CA 95917"
"Rice Researchers, Inc.","7875 County Rd. 32 1/2, Glenn, CA 95943"
"Richardson Seeds, Ltd","PO Box 60, Vega, TX 79092"
Richvale Seed Growers,"PO Box 88, Richvale, CA 95974"
Rijk Zwaan USA,"701 La Guardia St. Ste A, Salinas, CA 93905"
"Ring of Fire Agriculture, Inc.","PO Box 1178, Tulare, CA 93275"
River Refuge Seed Co,"26366 Gap Road, Brownsville, OR 97327"
"Rivertown Feed & Pet Country Store, Inc.","PO BOX 220, Petaluma, CA 94953"
Riverview Seed Co.,"37000 E. Walls Rd., Hermiston, OR 97838"
Rob See Co,"1015 N 205th St, Elkhorn, NE 68022"
"Robert Nickerson Farms, Inc.","PO Box 187, Wellton, AZ 85356"
Romulan Genetics,"3039 Rector St., Placerville, CA 95667"
Ron's Seed & Supply,"710 Grass Valley Road, Winnemucca, NV 89445"
"Rose Agri-Seed, Inc.","PO Box 250, Hubbard, OR 97032"
RRR Olvera Perennial,"4349 Deacon Ave, Bakersfield, CA 93307"
"Rubin Seeds, LLC","375 S. Rio Vista, Brawley, CA 92227"
"Rupp Seeds, Inc.","17191 County Rd. B, Wauseon, OH 43567"
S & S Seeds CA LP,"PO Box 1275, Carpinteria, CA 93014"
Sacramento Valley Seed Company LLC,"PO Box 1830, Williams, CA 95987"
Sailors Ag LLC,"PO Box 630, Lockerford, CA 95237"
Sakata Seed America Inc,"13459 County Road 100, Woodland, CA 95776"
"Salida Ag Chem, Inc.","PO Box 340, Salida, CA 95368"
"Salinas Valley Seeds, LLC","55 East San Joaquin St., Spreckels, CA 93962"
San Benito Seeds,"10168 Pacheco Pass Hwy, Hollister, CA 95023"
San Diego Seed Co,"3727 Federal Blvd. West, San Diego, CA 92102"
San Luis Obispo County Farm Supply Co.,"PO Box 111, San Luis Obispo, CA 93406"
Sanders Seed Inc.,"2485 Notre Dame Blvd. Ste 370H #508, Chico, CA 95928"
Santa Cruz Seed LLC,"10409 Jitney Lane, Grass Valley, CA 95945"
"Santa Maria Seeds, Inc.","PO BOX 7739, Santa Maria, CA 93456"
Saticoy Food Corporation,"PO Box 4547, Saticoy, CA 93007"
SBI,"7440 State Highway 121, McKinney, TX 75070"
SBI Materials,"7440 State Highway 121, McKinney, TX 75070"
Schlessman Seed Company,"11513 Milan Road, Milan, OH 44846"
Scott Pet Products,"5151 E Broadway Blvd., Ste. 730, Tucson, AZ 85711"
Scott Stone,"7440 State Highway 121, McKinney, TX 75070"
Security Seed Services,"288 Maple Hill Dr NW, Salem, OR 97304"
Seed Bank,"110 Petaluma Blvd N Suite B, Petaluma, CA 94952"
Seed Science Inc,"3940 Broad St. Ste 7-423, San Luis Obispo, CA 93401"
Seed Solutions of America LLC,"519 Commercial Ave. #5, Anacortes, WA 98221"
Seeds By Design,"PO Box 602, Maxwell, CA 95955"
Seeds of India,"PO Box 318, Marlboro, NJ 07746"
Seeds Solutionas of America LLC,"519 Commercial Ave. #5, Anacortes, WA 98221"
Seeds West,"49850 E County 1st Street, Roll, AZ 85347"
Seedsnow.com Inc,"67 W. Easy Street #102., Simi Valley, CA 93065"
SeedTec,"PO Box 2210, Woodland, CA 95776"
Seedway LLC,"PO Box 250, Hall, NY 14463"
"Select Seed of Arizona, Inc.","14260 S Avenue 3 E, Yuma, AZ 85365"
Seminis Vegetable Seeds Inc,"700 Chesterfield Pkwy W, Building FF3 East, Chesterfield, MO"
Sentimental Seeds,"1225 Airport Park Blvd. #1062, Ukiah, CA 95482"
Shank Seed LLC,"802 East Keystone Rd., Brawley, CA 92227"
Shasta Farm & Equipment Inc,"PO Box 1146, Cottonwood, CA 96022"
Shilling Seed,"10064 Streeter Road #5, Auburn, CA 95602"
"Sierra Pacific Turf Supply, Inc.","510 Salmar Ave, Campbell, CA 95008"
Sills Farms Inc.,"PO Box 636, Pleasant Grove, CA 95668"
Silver Creek Supply,"7440 State Highway 121, McKinney, TX 75070"
"Simon's Power Equipment, Inc","12117 Vanowen St, North Hollywood, CA 91605"
"Simplot AB Retail, Inc.","PO Box 9296, Boise, ID 83707"
Simplot Grower Solutions,"PO Box 9296, Boise, ID 83707"
Simplot Turf & Horticulture,"PO Box 9296, Boise, ID 83707"
Sinful Scoville,"9667 Bickley Dr., Huntington Beach, CA 92646"
SiteOne Landscape Supply,"1385 East 36th Street, Cleavland, OH 44114"
"Skyline Encap Holdings, LLC","320 N. Broadway, ste. 340, Green Bay, WI 54303"
Small Arrow Farms,"5954 Wallace Drive, Clayton, CA 94517"
Smart Seeds Emporium,"PO Box 720986, San Diego, CA 92172"
Smartcat,"6 Hamilton Landing, Suite 150, Novato, CA 94949"
"Smith Pipe & Supply, Inc.","34-450 Date Palm Drive, Cathedral City, CA 92234"
Smith Seed Services,"PO Box 288, Halsey, OR 97348"
Snow Seed & Supplies Inc.,"1147 Madison Lane, Salinas, CA 93907"
Sousa Ag Service,"PO Box 235, Montague, CA 96064"
Southern Stone Supply,"7440 State Highway 121, McKinney, TX 75070"
"Southland Sod Farms Operations, Inc.","PO Box 579, Port Hueneme, CA 93044"
Sprinkler Warehouse,"7440 State Highway 121, McKinney, TX 75070"
SPS Idaho Inc,"PO Box 2552, Nyssa, ID 83660"
Stanislaus Farm Supply,"624 East Service Road, Modesto, CA 95358"
"Stock Seed Farm, Inc.","28008 Mill Road, Murdock, NE 68407"
Stone Center,"7440 State Highway 121, McKinney, TX 75070"
Stone Center of Texas,"7440 State Highway 121, McKinney, TX 75070"
Stover Seed Company,"PO Box 1579, Sun Valley, CA 91353"
Strain.Today,"18951 Pacific Drive, Fort Bragg, CA 95437"
Strawberry Seed Store,"107 Wellington Way, Middletown, DE 19709"
"Street, Marj Al-Hammam",
Suba Seeds Company S.P.A.,"Via Emilia 1810, 47020 LONGIANO (FC),Italy"
Sudex,"PO Box 64589, St. Paul, MN 55164"
Sun Country Distributing,"7440 State Highway 121, McKinney, TX 75070"
Sun Garden Supplies,"8611 Lankershim Blvd., Sun Valley, CA 91352"
SunLine Ag Inc.,"PO Box 5876, Montecito, CA 93150"
Sunmark Seeds,"PO BOX 1210, Fairview, OR 97230"
Sunniland,"7440 State Highway 121, McKinney, TX 75070"
Superior Irrigation&Landscape Supply,"7440 State Highway 121, McKinney, TX 75070"
Superior Landscape Supply,"7440 State Highway 121, McKinney, TX 75070"
Supreme Industries,"PO Box 11127, Monterey Park, CA 91754"
Sustainable Seed,"175 W 2700 South #150, Salt Lake City, UT 84115"
Swallowtail Garden Seeds,"122 Calistoga Road, #178, Santa Rosa, CA 95409"
"Swanson Seed, Ltd.","27400 Sw Ladd Hill Rd, Sherwood, OR 97140"
Swiss Farms Products Inc.,"14111 Scottslawn Road, Marysville, OH 43041"
Sydney Smith,"PO Box 419, Cedarville, CA 96104"
"Syngenta Seeds, LLC","2379 330th Street, Slater, IA 50244"
"T&C Supplies, Inc","4860 Monterey Road, Gilroy, CA 95020"
"Tainong Seeds, Inc.","1341 Distribution Way #23, Vista, CA 92081"
"Takayama Seed Company, Ltd.","25 Matsubayashi-Cho, Takeda, Fushimi-Ku, Kyoto, 612-8371,"
Tamaki Rice Corp.,"1701 Abel Road, Williams, CA 95987"
Target Specialty Products,"15415 Marquardt Ave., Santa Fe Springs, CA 90670"
Tavera's Lawnmower S.,"1017 Inyo Street, Bakersfield, CA 93305"
"Taylor Farming, LLC","1219 Abbott Street, Salinas, CA 93901"
Tee-2-Green Corp.,"PO Box 250, Hubbard, OR 97032"
Telebrands Corp.,"79 Two Bridges Road, Fairfield, NJ 07004"
"Temple City Lawnmower, Inc.","9654 Lower Azusa Road, Temple City, CA 91780"
"Terpene Belt Management, LLC","174 Lawrence Dr., Ste. J, Livermore, CA 94551"
Terra Organics,"PO Box 602, Maxwell, CA 95955"
Tesoro Genetics LLC,"PO Box 320523, Franklin, WI 53132"
Texas Pool Supply,"7440 State Highway 121, McKinney, TX 75070"
The Farm Grass Valley,"13 Turpintine Drive, Nevada City, CA 95959"
The Living Seed Company,"37 Maney Branch Road, Weaverville, NC 28787"
"The Lyman Group, Inc.","201 East Street, Woodland, CA 95776"
"The Next Gardener, Inc.","2595 Rainbow Valley Blvd., Fallbrook, CA 92028"
The Page Seed Company,"PO Box 158, Greene, NY 13778"
The Plant Good Seed Company LLC,"226 West Ojai Ave, Suite 101-539, Ojai, CA 93023"
The Scotts Company,"14111 Scottslawn Road, Marysville, OH 43041"
The Sun Drops LLC,"18 Hanger Way Suite A, Watsonville, CA 95076"
The Whole Grain Connection,"500 W. Middlefield Road #2, Mountain View, CA 94043"
This Land Inc,"1434 Spruce Street, Suite 100, Boulder, CO 80302"
Thresh Seed Co.,"2883 283rd Ln, Stuart, IA 50250"
Thresh Seed Company LLC,"2883 283rd Ln, Stuart, IA 50250"
Tiensvold Farms,"3050 650th Road, Rushville, NE 69360"
Timothy Stewart & Lekos Seed Company,"37331 State Highway 16, Woodland, CA 95695"
"Tokita Seed America, Inc.","250 Nagareda Drive #6, Gilroy, CA 95020"
TomatoFest,"PO Box 628, Little River, CA 95456"
Tony Romero Seed Company,"866 Los Viboras Road, Hollister, CA 95023"
"Top Notch Seeds, Inc","PO Box 4, Brawley, CA 92227"
"Tozer Seeds America, LLC","3070 Skyway Drive Suite 502, Santa Maria, CA 93455"
"Tractor Supply Company West, LLC","251 Little Fallls Drive, Wilmington, DE 19808"
Trade Winds Fruit,"PO Box 9396, Santa Rosa, CA 95405"
Tres Amigos Lawnmower,"824 E Broadway, San Gabriel, CA 91776"
Tropical Hil Botanicals,"10609 Willow Glen Cir., Stockton, CA 95209"
"True Leaf, LLC","175 W 2700 South #150, Salt Lake City, UT 84115"
TS Novacommerce LLC,"1971 Paolo Ct., San Jose, CA 95131"
TSG Resolute,"113 Swett Ave, Americus, GA 31709"
"Tug of War Seeds, LLC","PO Box 305, New Plymouth, ID 83655"
"Turf Merchants, Inc.","33390 Tangent Loop, Tangent, OR 97389"
Twin City Seed and Feed,"202 Cesar Chavez Blvd, Calexico, CA 92231"
Ultimate Seeds Inc,"4860 Monterey Road, Gilroy, CA 95020"
United Ag Solutions LLC,"409 S Aronian St, Tulare, CA 93274"
"United Seed Services, Inc.","P.O. Box 370, Caldwell, ID 83606"
United Seeds Inc.,"PO Box 27322, Omaha, NE 68127"
Universal Seed LLC,"1285 N. Main Street, Independence, OR 97351"
Urban Farmer,"7440 State Highway 121, McKinney, TX 75070"
Urban Organic Gardener,"67 W. Easy Street #102., Simi Valley, CA 93065"
USAgriseeds,"41970 E Main Street, Woodland, CA 95776"
Vaile,"6285 East Spring Street #205, Long Beach, CA 90808"
Valley Agronomics,"624 East Service Road, Modesto, CA 95358"
"Valley Commodities, LLC","PO Box 21, Sutter, CA 95982"
Valley Farm Brand,"624 East Service Road, Modesto, CA 95358"
Valley Seed,"PO Box 11188, Casa Grande, AZ 85130"
"Ventura Seed Company, LLC","PO Box 20246, Santa Barbara, CA 93120"
"Verdant Vitality, Inc.","1113 Palm Ave., San Gabriel, CA 91776"
"Vilmorin- Mikado, USA, Inc.","3 Harris Place, Salinas, CA 93901"
"Vis Seed Company, Inc.","PO Box 661953, Arcadia, CA 91066"
Vitalis Organic,"7 Harris Place, Salinas, CA 93901"
W. Brotherton Seed Co. Inc.,"115 N. 1st St., Warden, WA 98857"
Walker Bros Grain,"PO Box 789, Tulelake, CA 96134"
Walters Seed Company,"65 Veterans Drive, Holland, MI 49423"
"Warner Seeds, Inc","120 South Lawton Avenue, Hereford, TX 79045"
Watson Supply,"7440 State Highway 121, McKinney, TX 75070"
"Weaver Seed of Oregon, Inc.","36216 Duffy Lane, Scio, OR 97374"
"Wehah Farm, Inc.","PO Box 369, Richvale, CA 95974"
West Coast Turf,"PO Box 4563, Palm Desert, CA 92261"
"Westar Seeds International, Inc","PO Box 819, El Centro, CA 92244"
Western Milling LLC,"PO Box 1029, Goshen, CA 93227"
Western Pacific Seed Inc,"215 W. Bandera Rd, Ste: 114-122, Boerne, TX 78006"
"Western Promotions, Inc.","1314-B Center Drive # 821, Medford, OR 97501"
"Western Reclamation, Inc.","PO Box 210,13293 Glade North Road, Eltopia, WA 99330"
WHC Farms LLC,"1281 Mill Rd., Cherokee, AL 35616"
White Seed Company,"PO Box 6108, Oxnard, CA 93031"
Whitetail Hill,"1281 Mill Rd., Cherokee, AL 35616"
Wilbur Ellis Company,"87194 494 Avenue, O'Neill, NE 68763"
Wilco Farmers,"PO Box 258, Mt. Angel, OR 97362"
Wild Boar Farms,"7671 Oak Grove Ave, Citrus Heights, CA 95610"
"Wild West Seed, Inc.","PO Box 327, Albany, OR 97321"
"Wildflower Farm, Inc.","10195 Hwy 12 West, R.R. #2, Coldwater, ON LOK 1EO,"
William Y Gil Inc.,"PO Box 1729, Gilroy, CA 95021"
"Winfield Solutions, LLC","PO Box 64589, St. Paul, MN 55164"
Wings of Change Inc,"610 W. Fig Street, Fallbrook, CA 92028"
Wirtz and Daughters,"7440 State Highway 121, McKinney, TX 75070"
WL Research,"PO Box 64589, St. Paul, MN 55164"
Wolf Creek Company,"7440 State Highway 121, McKinney, TX 75070"
Woodhouse Farming & Seed,"PO Box N, Merrill, OR 97633"
Worldwise Inc,"6 Hamilton Landing, Suite 150, Novato, CA 94949"
Xeno Ventures LLC,"6268 Bernhard Ave, Richmond, CA 94805"
"Yamada Company, Inc.","706 W Gardena Blvd., Gardena, CA 90247"
Z & S Seed Services,"1143 Madison Lane, Salinas, CA 93907"
Zamora Sod Farm,"PO Box 967, Dixon, CA 95620"
Zara Seeds,"356 College Ave, Angwin, CA 94508"
ZeedVault Inc.,"21701 Stevens Creek Blvd Suite 2611, Cupertino, CA 95015"
"Zuckerman - Heritage, Inc.","PO. Box 307, Stockton, CA 95201"
